sno,ID,Name,Sex,Age,Height,Weight,Country,NOC,Games,Year,Season,City,Sport,Event,Medal
56553,28978,Marina Viktorovna Dobrancheva-Logvinenko,F,27.0,154.0,63.0,Russia,URS,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Air Pistol, 10 metres",Bronze
56558,28978,Marina Viktorovna Dobrancheva-Logvinenko,F,34.0,154.0,63.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
56561,28980,Erin Patricia Dobratz (-McGregor),F,21.0,167.0,63.0,USA,USA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
56606,28997,Elena Dobrioiu (Radu-),F,22.0,151.0,45.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Bronze
56712,29052,Sophie Dodmont,F,34.0,173.0,86.0,France,FRA,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Team,Bronze
57023,29210,Mildred Jeanette Dolson (-Cavill),F,17.0,,,Canada,CAN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
57067,29227,Carola Dombeck,F,16.0,159.0,44.0,Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,Bronze
57169,29296,Oksana Aleksandrovna Domnina,F,25.0,173.0,56.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze
57193,29305,Darya Vladimirovna Domracheva,F,23.0,168.0,58.0,Belarus,BLR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 15 kilometres,Bronze
57257,29332,"Ursula ""Ulla"" Donath (Jurewitz-, -Brehme-)",F,29.0,166.0,55.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 800 metres,Bronze
57326,29361,"Anghelache ""Anghel"" Donescu",F,34.0,176.0,72.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
57366,29385,Tea Gayozovna Donguzashvili,F,28.0,175.0,109.5,Russia,RUS,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Heavyweight,Bronze
57385,29394,Yordanka Lyubchova Donkova,F,30.0,175.0,67.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 100 metres Hurdles,Bronze
57408,29413,"Wilhelmina Petronella Ardina Maria ""Mijntje"" Donners",F,22.0,170.0,59.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Bronze
57409,29413,"Wilhelmina Petronella Ardina Maria ""Mijntje"" Donners",F,26.0,170.0,59.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Bronze
57453,29438,va Dnusz,F,24.0,170.0,60.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
57529,29472,Sylvia Drdelmann (-Vedder),F,22.0,188.0,75.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Bronze
57579,29493,Marie Dorin-Habert,F,23.0,168.0,55.0,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Bronze
57636,29512,Munkhbayar Dorjsuren,F,23.0,167.0,51.0,Mongolia,MGL,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
57644,29512,Munkhbayar Dorjsuren,F,39.0,167.0,51.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
57684,29534,Oksana Anatolyevna Dorodnova,F,26.0,178.0,82.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Bronze
57714,29550,Juana Katrin Drre-Heinig,F,26.0,170.0,57.0,Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,Bronze
57965,29663,Natasa Douchev-Janics,F,30.0,174.0,68.0,Hungary,HUN,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",Bronze
58055,29710,Sandra Marie Douglas,F,25.0,162.0,55.0,UK,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
58161,29764,Alenka Dovan,F,18.0,164.0,60.0,Slovenia,SLO,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Women's Combined,Bronze
58382,29879,Gabriela Drgoi,F,15.0,146.0,37.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Bronze
58551,29958,Heike Gabriela Drechsler (Daute-),F,23.0,181.0,68.0,Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,Bronze
58552,29958,Heike Gabriela Drechsler (Daute-),F,23.0,181.0,68.0,Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,Bronze
58644,30008,Wiltrud Drexel,F,21.0,171.0,71.0,Austria,AUT,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Bronze
58658,30018,"Pamela Kristine ""Pam"" Dreyer (-Sunkinen)",F,24.0,165.0,70.0,USA,USA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
58755,30063,Margitta Droese-Pufe (Ludewig-),F,27.0,180.0,83.0,Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Shot Put,Bronze
58775,30070,Marie-ve Drolet,F,20.0,167.0,60.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
58799,30088,Deena Michelle Drossin-Kastor,F,31.0,163.0,47.0,USA,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Marathon,Bronze
58864,30126,Daniela Druncea,F,25.0,150.0,50.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Bronze
58958,30174,Tatjana Dschandschgawa,F,24.0,180.0,66.0,Russia,URS,1988 Summer,1988,Summer,Seoul,Handball,Handball Women's Handball,Bronze
58959,30174,Tatjana Dschandschgawa,F,28.0,180.0,66.0,Russia,EUN,1992 Summer,1992,Summer,Barcelona,Handball,Handball Women's Handball,Bronze
58973,30180,Du Li,F,34.0,170.0,55.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze
58981,30186,Jacqueline du Bief,F,21.0,,,France,FRA,1952 Winter,1952,Winter,Oslo,Figure Skating,Figure Skating Women's Singles,Bronze
59027,30216,Duan Jingli,F,27.0,180.0,76.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,Bronze
59291,30368,Anik Ducza-Jnosi,F,22.0,161.0,57.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
59326,30384,"Alyson ""Aly"" Dudek",F,19.0,168.0,58.0,USA,USA,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
59335,30388,Diana Gnkova Dudeva,F,20.0,157.0,46.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
59375,30411,"Virginia Ruth ""Ginny"" Duenkel",F,17.0,170.0,61.0,USA,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Backstroke,Bronze
59497,30473,Keltie Mayken Duggan (-Graboski),F,18.0,170.0,63.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
59643,30554,Nino Dumbadze (-Diachk'ovi),F,33.0,178.0,82.0,Russia,URS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's Discus Throw,Bronze
59677,30573,Roxana Daniela Dumitrescu (-Toader),F,25.0,,,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Women's Foil, Team",Bronze
59696,30583,Viorica Dumitru,F,22.0,165.0,64.0,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
59698,30583,Viorica Dumitru,F,26.0,165.0,64.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
59868,30651,Angelika Dnhaupt,F,21.0,172.0,64.0,Germany,FRG,1968 Winter,1968,Winter,Grenoble,Luge,Luge Women's Singles,Bronze
59945,30695,Shannon M. Dunn-Downing,F,25.0,157.0,51.0,USA,USA,1998 Winter,1998,Winter,Nagano,Snowboarding,Snowboarding Women's Halfpipe,Bronze
59952,30699,"Patricia ""Tricia"" Dunn-Luoma",F,31.0,173.0,66.0,USA,USA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
60419,30943,Kristine Duvholt (-Havns),F,26.0,166.0,64.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
60451,30956,Willemijn Margaretha Duyster,F,26.0,,,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Bronze
60465,30967,Vera urakovi,F,30.0,172.0,63.0,Serbia,YUG,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Women's Basketball,Bronze
60485,30977,Zorica urkovi,F,22.0,172.0,62.0,Serbia,YUG,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Women's Basketball,Bronze
60658,31065,Izabella Dylewska-wiatowiak,F,20.0,169.0,66.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
60659,31065,Izabella Dylewska-wiatowiak,F,24.0,169.0,66.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
60736,31103,Rumyana Dimitrova Dzhadzharova-Neykova,F,31.0,177.0,77.0,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Single Sculls,Bronze
60786,31135,Iwona Dzicio-Marcinkiewicz,F,21.0,172.0,60.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Team,Bronze
60837,31161,Irina Yuryevna Dzyuba,F,15.0,168.0,42.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
60931,31216,Yukiko Ebata,F,22.0,176.0,70.0,Japan,JPN,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Bronze
60999,31250,"Verena ""Vreni"" Eberle",F,21.0,180.0,70.0,Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
61138,31325,Edith Eckbauer (Baumann-),F,26.0,183.0,72.0,Germany,FRG,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxless Pairs,Bronze
61183,31342,Tiril Kampenhaug Eckhoff,F,23.0,163.0,59.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Bronze
61185,31342,Tiril Kampenhaug Eckhoff,F,23.0,163.0,59.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze
61234,31370,Peta Louise Edebone,F,27.0,176.0,70.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze
61235,31370,Peta Louise Edebone,F,31.0,176.0,70.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze
61309,31394,"Gertrude Caroline ""Trudy"" Ederle",F,18.0,167.0,64.0,USA,USA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 100 metres Freestyle,Bronze
61310,31394,"Gertrude Caroline ""Trudy"" Ederle",F,18.0,167.0,64.0,USA,USA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 400 metres Freestyle,Bronze
61379,31434,Annette Edmondson,F,20.0,171.0,65.0,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Omnium,Bronze
61419,31457,Ann-Louise Carina Edstrand,F,26.0,178.0,67.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
61425,31461,Sonja Viola Edstrm-Ruthstrm,F,25.0,,,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Bronze
61426,31461,Sonja Viola Edstrm-Ruthstrm,F,25.0,,,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Bronze
61492,31493,Margaret Edwards (-Wilding),F,17.0,,,UK,GBR,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Backstroke,Bronze
61525,31507,Teresa Edwards,F,28.0,175.0,68.0,USA,USA,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Women's Basketball,Bronze
61530,31508,Torri Mechelle Edwards,F,23.0,163.0,57.0,USA,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
61606,31543,Yumi Egami-Maruyama,F,26.0,175.0,63.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Women's Volleyball,Bronze
61650,31565,Krisztina Egerszegi,F,21.0,174.0,57.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
61656,31566,Mrta Egervri (-Magyar),F,19.0,160.0,49.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,Bronze
61713,31592,Romy Eggimann,F,18.0,157.0,54.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
61760,31614,Vilma Egresi,F,24.0,162.0,59.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
61855,31659,Andrea Ehrig-Schne-Mitscherlich,F,27.0,165.0,58.0,Germany,GDR,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Women's 1,500 metres",Bronze
61960,31724,Irene Elisabeth Maria Eijs,F,29.0,176.0,69.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Double Sculls,Bronze
62004,31745,Thea Einder,F,25.0,177.0,66.0,Germany,FRG,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxless Pairs,Bronze
62884,32232,Marlene Elejarde Daz,F,21.0,172.0,65.0,Cuba,CUB,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
62923,32253,Joa Anna Elisabeth Elfsberg (Engvall-),F,22.0,177.0,66.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
62925,32254,Stefaniya Aleksandrovna Elfutina,F,19.0,170.0,59.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Windsurfer,Bronze
62996,32292,Elisngela Almeida de Oliveira,F,21.0,184.0,78.0,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Bronze
63140,32369,"Kathleen ""Kathy"" Ellis (-Landgraf, -Greer)",F,17.0,169.0,59.0,USA,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Freestyle,Bronze
63142,32369,"Kathleen ""Kathy"" Ellis (-Landgraf, -Greer)",F,17.0,169.0,59.0,USA,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Butterfly,Bronze
63261,32426,Patricia Elorza Eguiara,F,28.0,180.0,78.0,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze
63274,32435,"Patricia Anne ""Patsy"" Elsener (-Homan)",F,18.0,,,USA,USA,1948 Summer,1948,Summer,London,Diving,Diving Women's Springboard,Bronze
63282,32441,Meta Elste (Neumann-),F,28.0,,,USA,USA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Bronze
63341,32467,Gvrise Emane,F,29.0,162.0,70.0,France,FRA,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Middleweight,Bronze
63427,32511,Kirsten Emmelmann (Siemon-),F,27.0,173.0,63.0,Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
63549,32561,Lori Ann Endicott (-Vandersnick),F,24.0,175.0,69.0,USA,USA,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Bronze
63812,32695,Molly Marie Engstrom,F,22.0,175.0,78.0,USA,USA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
63825,32700,"Karin Enke-Kania (-Busch-, -Richter)",F,26.0,180.0,72.0,Germany,GDR,1988 Winter,1988,Winter,Calgary,Speed Skating,Speed Skating Women's 500 metres,Bronze
63932,32766,Gwladys Patience pangue,F,24.0,178.0,88.0,France,FRA,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Welterweight,Bronze
64137,32849,Susi-Lisa Erdmann (-Plankensteiner),F,24.0,187.0,80.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Luge,Luge Women's Singles,Bronze
64140,32849,Susi-Lisa Erdmann (-Plankensteiner),F,34.0,187.0,80.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Women's Two,Bronze
64154,32855,va Erds,F,31.0,170.0,58.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Handball,Handball Women's Handball,Bronze
64165,32860,Alexandra Georgiana Maria Eremia,F,17.0,149.0,38.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,Bronze
64234,32903,Ingela Linna Ericsson (-Nordenberg),F,27.0,176.0,70.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
64280,32924,Ann-Cathrin Eriksen,F,29.0,163.0,62.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
64284,32927,Hanne Mandsfeldt Eriksen,F,23.0,170.0,67.0,Denmark,DEN,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
64336,32946,"Anna-Lisa Eriksson (-Ejderfeldt, -Bergsten)",F,27.0,,,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Bronze
64583,33053,"Christine Errath (-Trettin, -Stber)",F,19.0,158.0,50.0,Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Figure Skating,Figure Skating Women's Singles,Bronze
64632,33072,Martina Maria Ertl-Renz,F,28.0,162.0,59.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Combined,Bronze
64715,33115,"Gitta Escher (-Sommer, -Wagenknecht)",F,19.0,163.0,48.0,Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,Bronze
64871,33192,Marlen Esparza Puentes,F,22.0,160.0,51.0,USA,USA,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Flyweight,Bronze
64881,33200,Gro Espeseth,F,23.0,172.0,65.0,Norway,NOR,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Bronze
64930,33227,Paola Milagros Espinosa Snchez,F,22.0,156.0,48.0,Mexico,MEX,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Synchronized Platform,Bronze
64951,33238,Mara del Rosario Espinoza Espinoza,F,24.0,173.0,70.0,Mexico,MEX,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Heavyweight,Bronze
65058,33298,Ellen Marie Estes (-Lee),F,25.0,182.0,77.0,USA,USA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Bronze
65188,33368,Ophlie-Cyrielle Etienne,F,21.0,175.0,57.0,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
65308,33424,Aja L. Evans,F,25.0,178.0,77.0,USA,USA,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Women's Two,Bronze
65507,33526,Sabine Christine Everts (-Thomaskamp),F,23.0,169.0,56.0,Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Heptathlon,Bronze
65560,33549,"Hulda Gunhild Axelina ""Gulli"" Ewerlund (-Andersson)",F,21.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
65749,33650,Vesna Fabjan,F,28.0,170.0,62.0,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Sprint,Bronze
65849,33697,Mariya Ivanovna Fadeyeva (-Aleksashina),F,22.0,178.0,78.0,Russia,URS,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Fours,Bronze
65923,33736,Aeriwentha Mae Faggs (-Starr),F,24.0,158.0,50.0,USA,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
65986,33765,"Gabriele ""Gabi"" Fhnrich",F,20.0,155.0,46.0,Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze
66055,33801,"Suzanne Helen ""Sue"" Fairhurst",F,26.0,182.0,68.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze
66162,33844,Natlia Falavigna Silva,F,24.0,178.0,69.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Heavyweight,Bronze
66185,33858,"Hildegard Falck (Janze-, -Kimmich)",F,23.0,173.0,58.0,Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
66215,33873,Dana Faletic,F,27.0,178.0,74.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Bronze
66308,33927,"Trisha Nicole ""Trish"" Fallon (-Dykstra)",F,23.0,190.0,74.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Bronze
66342,33944,"Anne-Marie ""Annie"" Famose (-Bremont)",F,23.0,158.0,50.0,France,FRA,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze
66373,33952,Fan Yilin,F,16.0,148.0,37.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Bronze
66534,34035,Bianca Farella,F,24.0,173.0,73.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
66603,34075,Andrea Farkas (-Sgor),F,26.0,178.0,66.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Handball,Handball Women's Handball,Bronze
66641,34091,Ildik Farkasinszky-Bbis (Bbis-),F,30.0,173.0,63.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Women's Foil, Team",Bronze
66754,34145,Margaux Farrell,F,21.0,183.0,71.0,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
67018,34272,Jane Fauntz (-Manske),F,21.0,,,USA,USA,1932 Summer,1932,Summer,Los Angeles,Diving,Diving Women's Springboard,Bronze
67218,34366,"Jasna Fazli-Reed (-Lupulesku-, -Rather)",F,17.0,170.0,56.0,Serbia,YUG,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Women's Doubles,Bronze
67353,34423,Irina Mikhaylovna Fedotova,F,25.0,181.0,74.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Bronze
67520,34505,Mariya Aleksandrovna Feklistova,F,24.0,158.0,53.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze
67622,34562,Sylviane Flix,F,26.0,174.0,58.0,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
67713,34612,Feng Kun,F,29.0,183.0,75.0,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze
67721,34618,Feng Shanshan,F,26.0,170.0,85.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,Bronze
67724,34619,Feng Tian Wei,F,25.0,163.0,55.0,Singapore,SGP,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Women's Singles,Bronze
67725,34619,Feng Tian Wei,F,25.0,163.0,55.0,Singapore,SGP,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Women's Team,Bronze
67806,34652,Svetlana Yevgenyevna Feofanova,F,28.0,164.0,52.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Pole Vault,Bronze
67934,34710,"Deborah ""Debbie"" Ferguson-McKenzie",F,28.0,168.0,63.0,Bahamas,BAH,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 200 metres,Bronze
68006,34735,Fernanda Porto Venturini,F,25.0,180.0,66.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Women's Volleyball,Bronze
68095,34784,Ana Ivis Fernndez Valle,F,31.0,184.0,80.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Bronze
68112,34793,Beatriz Fernndez Ibez,F,27.0,180.0,74.0,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze
68113,34794,Begoa Fernndez Molinos,F,32.0,180.0,71.0,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze
68165,34824,Mara Isabel Fernndez Gutirrez,F,24.0,159.0,57.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Lightweight,Bronze
68245,34864,"Maria Jose ""Mary Joe"" Fernandez (-Godsick)",F,20.0,176.0,63.0,USA,USA,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Women's Singles,Bronze
68318,34894,Blanca Fernndez Ochoa,F,28.0,168.0,60.0,Spain,ESP,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze
68631,35027,Beatriz Ferrer-Salat Serra de Migui,F,38.0,176.0,58.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
